"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
Amazonas-1_	Brazil	Spain	Hispamar_subsidiary_of_Hispasat_-_Spain	Commercial	Communications		GEO		-61.02	"35776"	"35797"	2.49E-04	0.04	1436.1	"4545"	"2000"	"9500"	2004/8/4	15	EADS_Astrium	France/UK/Germany/Spain	Baikonur_Cosmodrome	Proton_M	2004-031A	28393	"36_Ku-band_27_C-band_transponders;_North_and_South_American_continents;_Spanish_language;_leak_detected_-_may_not_have_enough_fuel_for_15-year_life."		JM/12_08	http://www.heavens-above.com/satinfo.asp?satid=28393	http://www.universetoday.com/am/publish/proton_launches_amazonas_satellite.html	http://www.space.com/missionlaunches/proton_launch_040805.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Amazonas-2	Brazil	Spain	Hispamar_subsidiary_of_Hispasat_-_Spain	Commercial	Communications		GEO		-61	"35767"	"35805"	4.51E-04	0.03	1436.08	"5465"		"15300"	2009/10/1	15	EADS_Astrium	France/UK/Germany/Spain	Guiana_Space_Center	Ariane_5	2009-054A	35942	"54_Ku-band_10_C-band_transponders;_North_Central_and_South_America."		JM/12_09	http://nssdc.gsfc.nasa.gov/spacewarn/spx672.html	http://www.hispasat.com/List.aspx?ShowSearch=true&sectionsId=87&lang=en																																																																																																																																																																																																																															
Amazonas-3	Brazil	Spain	Hispamar_subsidiary_of_Hispasat_-_Spain	Commercial	Communications		GEO		-61	"35781"	"35791"	1.19E-04	0.03	1436.05	"6265"	"2778"	"14000"	2013/2/7	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5_ECA	2013-006A	39078			SC_-_ASCR	http://www.hispasat.com/Detail.aspx?sectionsId=67&lang=en	http://www.arianespace.com/news-press-release/2013/2-7-2013-VA212-launch.asp	http://space50.kosmo.cz/s40/2013/INDEX1.HTM																																																																																																																																																																																																																														
Amazonas-4A	NR	Spain	Hispamar_subsidiary_of_Hispasat_-_Spain	Commercial	Communications		GEO		-61	"35784"	"35795"	1.30E-04	0.08	1436.24	"2938"			2014/3/22	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5_ECA	2014-011A	39616	Suffered_a_power_malfunction_shortly_after_entering_orbit;_will_affect_capacity.		SC_-_ASCR	http://www.satnews.com/story.php?number=247224721																																																																																																																																																																																																																																
"AMC-1_Americom_1_GE-1"	USA	USA	SES_Soci?t?_Europ?enne_des_Satellites_SES	Commercial	Communications		GEO		-103.02	"35772"	"35800"	3.32E-04	0.03	1436.1	"2783"	"1600"	"6500"	1996/9/8	15	Lockheed_Martin_Commercial_Space_Systems	USA	Cape_Canaveral	Atlas_2A	1996-054A	24315	"Broadcasting_business_cable_mobile;_24_C-band_and_24_Ku-band_transponders;_50_states_and_Caribbean"		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/	http://ses-americom.com/satellites/amc-1.html	http://www.chinastar.com.cn/english/sate/xnzb.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	https://www.enu.kz/repository/2009/AIAA-2009-5364.pdf																																																																																																																																																																																																																												
"AMC-10_Americom-10_GE_10"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-134.97	"35775"	"35797"	2.61E-04	0.01	1436.09	"2315"	907	"6500"	2004/2/5	15	Lockheed_Martin	USA	Cape_Canaveral	Atlas_2AS	2004-003A	28154	24_C-band_transponders.		JM/12_08	http://www.ses-americom.com/media/2004/02_05_04.html	http://www.ses-americom.com/satellites/amc-10-11.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx604.html	http://www.planet4589.org/space/jsr/back/news.520	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																												
"AMC-11_Americom-11_GE_11"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-130.93	"35774"	"35797"	2.73E-04	0.04	1436.07	"2340"	"2316"	"6500"	2004/5/19	15	Lockheed_Martin	USA	Cape_Canaveral	Atlas_2AS	2004-017A	28252	24_C-band_transponders.		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/spx607.html	http://www.ses-americom.com/satellites/amc-10-11.html	http://www.spaceref.com/news/viewpr.html?pid=14268	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.lib.cas.cz/www/space.40/2004/017A.HTM	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																											
AMC-15_Americom-15	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-105.04	"35777"	"35795"	2.13E-04	0.04	1436.08	"4200"			2004/10/14	15	Lockheed_Martin	USA	Baikonur_Cosmodrome	Proton_M	2004-041A	28446	"Hybrid_Ku-Ka-band_satellite;_CONUS_Alaska_Hawaii."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx612.html	http://www.ses-americom.com/satellites/amc-15.html	http://www.lib.cas.cz/www/space.40/2004/041A.HTM	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																												
AMC-16_Americom-16	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-84.98	"35780"	"35793"	1.54E-04	0.02	1436.1	"4312"			2004/12/17	15	Lockheed_Martin_Commercial_Space_Systems	USA	Cape_Canaveral	Atlas_5	2004-048A	28472	"Hybrid_Ku-Ka-band_satellite;_CONUS_Alaska_Hawaii."		JM/12_08	http://www.lib.cas.cz/www/space.40/2004/048A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx614.html	http://www.ses-americom.com/satellites/amc-16.html	http://www.rednova.com/news/display/?id=112116	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																												
AMC-18_Americom_18	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-104.97	"35773"	"35800"	3.20E-04	0.06	1436.1	"2081"	918		2006/12/8	15	Lockheed_Martin_Missiles_and_Space	USA	Guiana_Space_Center	Ariane_5	2006-054B	29644	All_c-band_transponders_for_North_American_coverage.		JM/12_08	http://www.ses-americom.com/americom/siteSections/pressroom/12_08_06.php	http://www.lib.cas.cz/www/space.40/INDEX1.HTM	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																														
"AMC-2_Americom_2_GE-2"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-100.98	"35774"	"35798"	2.85E-04	0.05	1436.1	"2648"	"1600"	"6500"	1997/1/30	15	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_44L	1997-002A	24713	"Broadcasting_business_cable;_CONUS_Hawaii_Caribbean_southern_Canada;_24_Ku-_and_24_C-band"		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://ses-americom.com/satellites/amc-2.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																														
AMC-21_Americom_21	United_Kingdom	USA	SES_World_Skies	Commercial	Communications		GEO		-124.86	"35778"	"35793"	1.78E-04	3	1436.1	"2500"		"5000"	2008/8/14	15	Orbital_Sciences_Corp.	USA	Guiana_Space_Center	Ariane_5_ECA	2008-038B	33275	"Television_services_to_the_US_Canada_Mexico_and_Caribbean."		JM/12_08	http://www.orbital.com/NewsInfo/Publications/AMC-21_Fact.pdf	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2008/038B.HTM																																																																																																																																																																																																																															
"AMC-3_Americom_3_GE-3"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-86.96	"35777"	"35795"	2.13E-04	0.02	1436.08	"2845"	"1600"	"6500"	1997/9/4	15	Lockheed_Martin_Commercial_Space_Systems	USA	Cape_Canaveral	Atlas_2AS	1997-050A	24936	"Broadcasting_business_cable;_CONUS_Hawaii_Caribbean_southern_Canada;_24_Ku-_and_24_C-band"		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/	http://ses-americom.com/satellites/amc-3.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																													
"AMC-4_Americom-4_GE-4"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-100.99	"35781"	"35791"	1.19E-04	0.01	1436.1	"3909"	"2500"		1999/11/13	15	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_44LP	1999-060A	25954	"Broadcasting_cable_internet;_CONUS_Canada_Mexico_Caribbean_Central_America_South_America;_28_Ku-_and_24_C-band"		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://ses-americom.com/satellites/amc-4.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																														
"AMC-6_Americom-6_GE-6"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-71.98	"35778"	"35795"	2.02E-04	0.05	1436.12	"3901"	"2500"		2000/10/22	15	Lockheed_Martin_Commercial_Space_Systems	USA	Baikonur_Cosmodrome	Proton_K	2000-067A	26580	"Business_government_and_VSAT_media_and_entertainment;_28_Ku-_and_24_C-band;_CONUS_Canada_Mexico_Caribbean_Central_America"		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/	http://ses-americom.com/satellites/amc-6.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																													
"AMC-7_Americom-7_GE-7"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-136.94	"35773"	"35798"	2.97E-04	0.01	1436.08	"1935"	912	"6500"	2000/9/14	15	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_5G	2000-054B	26495	"Cable_programming;_24_C-band;_CONUS_Alaska_Hawaii_Caribbean"		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://ses-americom.com/satellites/amc-7.html	http://www.planet4589.org/space/jsr/back/news.435	http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																													
"AMC-8_Americom-8_GE-8_Aurora_3"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-139	"35773"	"35798"	2.97E-04	0.03	1436.07	"2015"	919	"3300"	2000/12/19	15	Lockheed_Martin_Commercial_Space_Systems	USA	Guiana_Space_Center	Ariane_5G	2000-081B	26639	"Cable_television_and_radio_programming;_24_C-band;_CONUS_Alaska_Hawaii_Caribbean"		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://ses-americom.com/satellites/amc-8.html		http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf																																																																																																																																																																																																																													
"AMC-9_Americom_9_GE-12"	USA	USA	SES_World_Skies	Commercial	Communications		GEO		-82.95	"35773"	"35798"	2.97E-04	0.05	1436.08	"4100"	"2000"	"10000"	2003/6/7	15	Alcatel_Space_Industries	France	Baikonur_Cosmodrome	Proton_K	2003-024A	27820	"Television_programmers_government_agencies_and_enterprise_networks;_24_Ku-band;_CONUS_and_Mexico."		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/	http://ses-americom.com/satellites/amc-9.html	http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2003.html#AMC-9	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Amos_2_	NR	Israel	Israel_Aircraft_Industries	Military/Commercial	Communications		GEO		-3.98	"35778"	"35794"	1.90E-04	0.05	1436.08	"1400"	646	"1900"	2003/12/27	12	Israel_Aircraft_Industries_IAI	Israel	Baikonur_Cosmodrome	Soyuz-Fregat_	2003-059A	28132	"Ku-band_communications_Europe_Middle_East_East_Coast_of_USA."		JM/12_08	http://www.israeli-weapons.com/weapons/space/amos/AMOS_2.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html	http://www.spacecom.co.il/amos2launch/amos2launch.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Amos_3	NR	Israel	Space-Communication_Ltd	Military/Commercial	Communications		GEO		-3.99	"35783"	"35789"	7.12E-05	0.04	1436.1				2008/4/28	12	Israel_Aircraft_Industries_IAI	Israel	Baikonur_Cosmodrome	Zenit_3SLB	2008-022A	32794	"15_transponders_Ku_and_Ka_bands."		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/spx654.html	http://www.lib.cas.cz/space.40/2008/I021A.HTM	http://www.amos-spacecom.com/amos1/page.asp?newsid=4&type=6&lang=1&cat=68	"http://www.ynetnews.com/articles/07340L-353665900.html"	http://www.amos-spacecom.com/newsite/page.asp?cat=45&type=4&lang=1																																																																																																																																																																																																																												
Amos_4	NR	Israel	Space-Communication_Ltd	Military/Commercial	Communications		GEO		65	"35633"	"35796"	1.94E-03	0.01	1432				2013/8/31	12	Israel_Aircraft_Industries_IAI	Israel	Baikonur_Cosmodrome	Zenit_2SB	2013-045A	39237	"Full_range_of_satellite_services_for_Russia_the_Middle_East_and_additional_service_areas._Suggested_military_surveillance_purpose_as_well."			http://www.redorbit.com/news/space/1112937144/launch-of-israel-amos-satellite-090213/	http://www.afcea.org/content/?q=node/2541	http://www.upi.com/Business_News/Security-Industry/2013/09/03/Israels-Amos-4-satellite-launch-boosts-space-plan/UPI-76151378231530/		http://www.richardsilverstein.com/2013/09/01/israel-launches-amos-4-satellite-with-secret-military-payload-for-spying-on-iran-syria/																																																																																																																																																																																																																												
Amos_5	NR	Israel	Space-Communication_Ltd	Military/Commercial	Communications		GEO		17	"35595"	"36007"	4.88E-03	0.09	1436.08	"1600"			2011/12/11	15	OAO_ISS	Russia	Baikonur_Cosmodrome	Proton_M	2011-074A	37950	"14_C-band_18_Ku-band."		JM/1_12	http://www.amos-spacecom.com/content.cfm/amos-4	http://www.lib.cas.cz/space.40/2011/074A.HTM																																																																																																																																																																																																																															
Amsat-Oscar_7_AO-7	USA	USA	Amsat-NA	Civil	Communications		LEO	Polar	0	"1440"	"1459"	1.21E-03	101.4	114.9	29			1974/11/15		Amsat-NA	USA	Vandenberg_AFB	Delta_2310	1974-089B	7530	American_amateur_radio_satellite.		www.satellitedebris.net_12/12	http://www.amsat.org/amsat-new/satellites/status.php	http://www.emilyshouse.com/experthams/ao7/main.php																																																																																																																																																																																																																															
