"Name_of_Satellite,_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator_Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_(degrees)	Perigee_(km)	Apogee_(km)	Eccentricity	Inclination_(degrees)	Period_(minutes)	Launch_Mass_(kg.)	Dry_Mass_(kg.)	Power_(watts)	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
RapidEye-2_(RapidEye_A)	Germany	Germany	RapidEye_AG	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	621	638	1.21E-03	97.9	97.3	175	150		2008/8/29	7_yrs.	"Surrey_Satellite_Technology,_Ltd."	United_Kingdom	Baikonur_Cosmodrome	Dnepr	2008-040A	33312	"Each_satellite_captures_multi-wavelength_images_in_five_bands_covering_400-850_nm._6.5m_resolution_images,_sold_to_agricultural,_forestry_and_town-planning_enterprises."		www.satellitedebris.net_12/12	http://www.rapideye.de/home/services/agriculture/	http://nssdc.gsfc.nasa/gov/spacewarn/spx658.html	http://kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2008/040A.HTM																																																																																																																																																																																																																														
RapidEye-3_(RapidEye_D)	Germany	Germany	RapidEye_AG	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	621	637	1.14E-03	97.9	97.3	175	150		2008/8/29	7_yrs.	"Surrey_Satellite_Technology,_Ltd."	United_Kingdom	Baikonur_Cosmodrome	Dnepr	2008-040D	33315			www.satellitedebris.net_12/12																																																																																																																																																																																																																																	
RapidEye-4_(RapidEye_E)	Germany	Germany	RapidEye_AG	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	621	638	1.21E-03	97.9	97.3	175	150		2008/8/29	7_yrs.	"Surrey_Satellite_Technology,_Ltd."	United_Kingdom	Baikonur_Cosmodrome	Dnepr	2008-040E	33316			www.satellitedebris.net_12/12																																																																																																																																																																																																																																	
RapidEye-5_(RapidEye_B)	Germany	Germany	RapidEye_AG	Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	617	642	1.79E-03	97.9	97.3	175	150		2008/8/29	7_yrs.	"Surrey_Satellite_Technology,_Ltd."	United_Kingdom	Baikonur_Cosmodrome	Dnepr	2008-040B	33313			www.satellitedebris.net_12/12																																																																																																																																																																																																																																	
RASAT	Turkey	Turkey	Space_Technologies_Research_Institute	Government	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	667	697	2.13E-03	98.2	98.4	113			2011/8/17	3_yrs.	Space_Technologies_Research_Institute	Turkey	Dombarovsky_Air_Base	Dnepr_1_	2011-044D	37791	"Primary_objectives_are_to_advance_Turkish_space_technology_and_know-how_and_observe_natural_and_manmade_disasters,_monitor_coastline_changes_and_pollution,_detect_illegal_settlements_and_urban_land_changes,_and_update_existing_maps."		www.satellitedebris.net_12/12	http://www.asmmag.com/201108192003/rasat-earth-observation-satellite-puts-turkey-in-space.html	http://www.lib.cas.cz/space.40/2011/044D.HTM																																																																																																																																																																																																																															
Rascom-QAF_1R	NR	Multinational	Regional_African_Satellite_Communications_Organization_(RASCOM)	Commercial	Communications		GEO		2.85	"35,786"	"35,787"	1.19E-05	0.01	1436.1	"3,050"	"1,390"		2010/8/4	15_yrs.	Thales_Alenia_Space	France	Guiana_Space_Center	Ariane_5	2010-037B	36831	Low_cost_communications_for_sub-Saharan_Africa;_multinational_organization.		SC_-_ASCR_	http://nssdc.gsfc.nasa.gov/spacewarn/spx682.html																																																																																																																																																																																																																																
Reimei_(Innovative_Technology_Demonstration_Experiment_Satellite_-_INDEX)	Japan	Japan	Institute_of_Space_and_Astronautical_Science_(ISAS)/Japan_Aerospace_Exploration_Agency_(JAXA)	Government	Technology_Development		LEO	Sun-Synchronous	0	595	638	3.08E-03	98	97	70			2005/8/23		Institute_of_Space_and_Astronautical_Science_(ISAS)	Japan	Baikonur_Cosmodrome	Dnepr	2005-031B	28810	Aurora_observations_and_in-orbit_verification_of_new_technologies.		www.satellitedebris.net_12/12	http://www.spacetoday.net/Summary/3053	http://host.planet4589.org/space/jsr/back/news.553	http://www.lib.cas.cz/www/space.40/2005/031B.HTM																																																																																																																																																																																																																														
Relek_(ICA-FC1)	Russia	Russia_	Skobeltsyn_Institute_of_Nuclear_Physics	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	623	819	1.38E-02	98.38	99.22	253	55		2014/7/8		NPO_Lavochkin	Russia	Baikonur_Cosmodrome	Soyuz-2.1b	2014-037B	40070	Study_charged_particles_in_the_Earth's_radiation_belts.		ZARYA	http://space50.kosmo.cz/objekt.php?mot=2014-037B&jazyk=pp_cz	http://www.russianspaceweb.com/karat2_relek.html	http://www.sinp.msu.ru/en																																																																																																																																																																																																																														
Resourcesat_2_(exactView-2)	India	India/Canada	Indian_Space_Research_Organization_(ISRO)/exactEarth	Government	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	817	823	4.17E-04	98.7	101.3	"1,206"			2011/4/20	5_yrs.	Indian_Space_Research_Organization_(ISRO)	India	Satish_Dhawan_Space_Center	PSLV_C16	2011-015A	37387	Follow-on_to_Resourcesat_1;_will_provide_data_with_enhanced_multispectral_and_spatial_coverage_as_well.		www.satellitedebris.net_12/12	http://www.isro.org/satellites/resourcesat-2.aspx	http://www.lib.cas.cz/space.40/2011/015A.HTM																																																																																																																																																																																																																															
Resurs-DK1_(Resurs_-_High_Resolution_1)	Russia	Russia	TsSKB_Progress_(State_Research_&_Production_Space_Rocket_Center)	Government/Commercial	Earth_Observation	Optical_Imaging	LEO	Non-Polar_Inclined	0	564	571	5.05E-04	69.9	96	"6,650"			2006/6/15	3_yrs.	TsSKB_Progress_(State_Research_&_Production_Space_Rocket_Center)	Russia	Baikonur_Cosmodrome	Soyuz-Fregat	2006-021A	29228	First_non-Militaryearth_observation_satellite_for_Russia.		www.satellitedebris.net_12/12	http://directory.eoportal.org/pres_ResursDK1ResursHighResolution1.html	http://www.lib.cas.cz/www/space.40/2006/021A.HTM	http://www.russianspaceweb.com/resurs_dk.html	http://eng.ntsomz.ru/news/news_center/resusrs_dk1_8let																																																																																																																																																																																																																													
Resurs-P1	Russia	Russia	Russian_Space_Agency_(RKA)/Ministry_of_Defense	Government/Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	459	472	9.51E-04	97.2	93.9	"5,900"			2013/6/25	3_yrs.	TsSKB_Progress_(State_Research_&_Production_Space_Rocket_Center)	Russia	Baikonur_Cosmodrome	Soyuz-2.1b	2013-030A	39186	To_replace_first_Resurs.		SC_-_ASCR	http://space50.kosmo.cz/s40/2013/I030A.HTM	http://www.zarya.info/Diaries/Launches/Launches.php?year=2013																																																																																																																																																																																																																															
Resurs-P2	Russia	Russia	Russian_Space_Agency_(RKA)/Ministry_of_Defense	Government/Commercial	Earth_Observation/Communications/Space_Science	Optical_Imaging/Automatic_Identification_System_(AIS)	LEO	Sun-Synchronous	0	461	472	8.05E-04	97.29	93.93	"5,900"			2014/12/26	3_yrs.	TsSKB_Progress_(State_Research_&_Production_Space_Rocket_Center)	Russia	Baikonur_Cosmodrome	Soyuz_2-1b	2014-087A	40360	"Carries_an_AIS_receiver_to_caputre_position_and_movement_from_ships_at_sea._Also_instruments_to_study_antimatter,_dark_matter_and_strange_matter."		ZARYA	http://www.zarya.info/Diaries/Launches/Launches.php?year=2014	https://directory.eoportal.org/web/eoportal/satellite-missions/r/resurs-dk1																																																																																																																																																																																																																															
RISat-1_(Radar_Imaging_Satellite_1)	India	India	Ministry_of_Defense	Military	Earth_Observation	Radar_Imaging	LEO	Sun-Synchronous	0	538	541	2.17E-04	97.6	95.4	"1,858"			2012/4/25		Indian_Space_Research_Organization_(ISRO)	India	Satish_Dhawan_Space_Center	PSLV_XL	2012-017A	38248	The_country's_first_indigenous_radar_observation_satellite.		www.satellitedebris.net_12/12	http://www.spaceflightnow.com/news/n1204/25pslv/	http://planet4589.org/space/jsr/back/news.658																																																																																																																																																																																																																															
RISat-2_(Radar_Imaging_Satellite_2)	India	India	Ministry_of_Defense	Military	Earth_Observation	Radar_Imaging	LEO	Non-Polar_Inclined	0	415	427	8.84E-04	41.22	41.2	93			2009/4/20		Israel_Aircraft_Industries_(IAI)	Israel	Satish_Dhawan_Space_Center	PSLV_C12	2009-019A	34807	First_dedicated_Militarysurveillance_satellite;_rushed_out_after_terrorist_attack_on_Mumbai.		www.satellitedebris.net_12/12	http://timesofindia.indiatimes.com/Health--Science/Science/RISAT-2-not-a-spy-satellite-ISRO-chief/articleshow/4422951.cms	http://www.defensenews.com/story.php?i=4047490	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2009/019A.HTM																																																																																																																																																																																																																														
Rising-2	Japan	Japan	Tohoku_University/Hokkaido_University	Civil	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	625	630	3.57E-04	97.88	97.27	41		42	2014/5/24		Tohoku_University/Hokkaido_University	Japan	Tanegashima_Space_Center	H-2A	2014-029D	39769	"Earth_observation_with_a_resolution_of_~_5_m._In_particular,_high-resolution_cumulonimbus_scenes_will_be_observed_using_the_LCTF_(Liquid_Tunable_Multispectral_Filter)_technique."		ZARYA	https://directory.eoportal.org/web/eoportal/satellite-missions/r/rising-2	http://www.sciencedaily.com/releases/2014/07/140716090908.htm																																																																																																																																																																																																																															
"Rodnik_(Cosmos_2416,_Strela_3M)"	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1,436"	"1,448"	7.68E-04	82.5	114.7	225			2005/12/21		NPO-PM	Russia	Plesetsk_Cosmodrome	Kosmos_3M	2005-048B	28908	Believed_to_be_replacement_system_for_Strela-3_store_and_dump_communications.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx626.html	http://russianforces.org/eng/news/archive/000661.shtml																																																																																																																																																																																																																															
"Rodnik_(Cosmos_2437,_Strela_3M)"	Russia	Russia	Ministry_of_Defense	Military	Communications		LEO	Polar	0	"1,480"	"1,511"	1.97E-03	82.5	115.9	280		300	2008/5/23	5_yrs.	OAO?ISS	Russia	Plesetsk_Cosmodrome	Rokot	2008-025B	32954	Rodnik_communications_satellite._Believed_to_replace_the_Strela_system.		www.satellitedebris.net_12/12	http://nssdc.gsfc.nasa.gov/spacewarn/spx655.html	http://www.lib.cas.cz/space.40/2008/I024A.HTM	http://russianforces.org/blog/2008/05/launch_of_three_gonetsm_spacec.shtml	http://russianforces.org/blog/2005/11/strela3_is_now_rodnik.shtml																																																																																																																																																																																																																													
